Zoning,LotArea,LotShape,LandContour,Neighborhood,BldgType,YearRemodel,ExterCond,Foundation,CentralAir,TotRmsAbvGrd,Fireplaces,GarageCars,TotalFullBath,TotalHalfBath,SaleCondition,HouseAge,ConstArea,QIndex,Price_sqft,log(SalePrice),SalePrice
RM,9000,Reg,Lvl,IDOTRR,1Fam,1958,TA,CBlock,Y,7,0,1.0,2.0,0.0,Normal,50,3106.0,25,53.28396651641983,12.016726473799254,165500
RM,5587,IR1,HLS,Crawfor,TwnhsE,2008,TA,PConc,Y,5,1,2.0,3.0,1.0,Partial,0,3252.0,40,120.6949569495695,12.8802918162046,392500
RM,3843,IR1,HLS,Crawfor,TwnhsE,2008,TA,PConc,Y,5,1,2.0,3.0,1.0,Partial,1,3244.0,40,90.77188655980271,12.592912033515141,294464
RM,3811,IR1,HLS,Crawfor,TwnhsE,2005,TA,PConc,Y,5,1,2.0,3.0,1.0,Normal,4,3240.0,35,77.1604938271605,12.429216196844383,250000
RM,3842,IR1,HLS,Crawfor,TwnhsE,2005,TA,PConc,Y,5,1,2.0,3.0,1.0,Normal,4,3240.0,40,84.87654320987654,12.524526376648708,275000
RL,13265,IR1,Lvl,Mitchel,1Fam,2002,TA,PConc,Y,7,2,3.0,3.0,0.0,Normal,6,3257.0,40,83.20540374577833,12.509874099861838,271000
RL,11050,Reg,Lvl,Mitchel,1Fam,1997,TA,PConc,Y,8,1,3.0,2.0,1.0,Normal,12,2730.0,35,78.02197802197803,12.269047444691562,213000
RL,9880,Reg,Lvl,Mitchel,1Fam,1977,TA,CBlock,Y,6,1,1.0,2.0,0.0,Normal,31,2214.0,36,77.23577235772358,12.049418835484797,171000
RL,10125,Reg,Lvl,Mitchel,1Fam,1977,TA,CBlock,Y,6,2,2.0,2.0,1.0,Normal,31,2475.0,36,69.29292929292929,12.052338545588132,171500
RL,10260,Reg,Lvl,Mitchel,Duplex,1976,TA,CBlock,Y,8,0,2.0,2.0,2.0,Abnorml,32,1872.0,20,53.41880341880342,11.512925464970229,100000
RL,9990,Reg,Lvl,Mitchel,1Fam,1991,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,17,3369.0,20,67.82428020184031,12.339291489316397,228500
RL,4084,IR1,Lvl,Timber,TwnhsE,1986,TA,CBlock,Y,6,1,2.0,3.0,0.0,Normal,22,2778.0,42,86.9330453563715,12.394624752074764,241500
RL,11563,IR1,HLS,Timber,1Fam,2007,TA,PConc,Y,8,0,3.0,3.0,0.0,Normal,2,3055.0,40,96.23567921440262,12.591335046320818,294000
RL,9520,IR1,HLS,Timber,1Fam,2008,TA,PConc,Y,7,1,3.0,3.0,0.0,Partial,1,3284.0,40,89.24390986601705,12.588190652108505,293077
RL,12852,IR1,HLS,Timber,1Fam,2007,TA,PConc,Y,6,1,2.0,3.0,1.0,Partial,1,2700.0,40,98.13555555555556,12.487356794850175,264966
RL,9802,Reg,Lvl,Timber,1Fam,2007,TA,PConc,Y,6,0,2.0,2.0,1.0,Normal,2,1794.0,25,96.15384615384616,12.058152515453552,172500
RL,12018,IR1,HLS,Timber,1Fam,2008,TA,PConc,Y,6,0,3.0,2.0,1.0,Partial,0,2408.0,35,90.81769102990033,12.295405908189121,218689
RL,12890,IR1,Lvl,Timber,1Fam,1989,TA,CBlock,Y,8,1,2.0,2.0,0.0,Normal,19,2990.0,30,50.16722408026756,11.918390573078392,150000
RL,12416,IR1,Lvl,Timber,1Fam,1986,TA,CBlock,Y,7,1,2.0,3.0,0.0,Normal,22,3257.0,30,56.493705864292295,12.122691036591123,184000
RL,18265,Reg,Lvl,Timber,1Fam,1986,Gd,CBlock,Y,6,1,2.0,2.0,0.0,Normal,22,2512.0,30,71.65605095541402,12.100712129872347,180000
RL,10200,Reg,Lvl,Timber,1Fam,1989,TA,CBlock,Y,5,1,2.0,3.0,0.0,Abnorml,20,2970.0,30,58.92255892255892,12.072541252905651,175000
RL,11202,IR1,Lvl,Timber,1Fam,2003,TA,PConc,Y,7,1,2.0,3.0,0.0,Normal,5,2872.0,40,80.95403899721448,12.356645504009547,232500
RL,7915,IR1,Lvl,Timber,1Fam,2000,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,9,3341.0,30,58.36575875486381,12.180754837545884,195000
RL,12244,Reg,Lvl,Timber,1Fam,2003,TA,PConc,Y,10,2,3.0,3.0,1.0,Normal,5,3744.0,40,81.46367521367522,12.628067055589549,305000
RL,11449,IR1,HLS,Timber,1Fam,2007,TA,PConc,Y,7,1,2.0,3.0,0.0,Normal,1,3612.0,40,82.71068660022148,12.60736572950259,298751
RL,11447,IR1,Lvl,Timber,1Fam,2006,TA,PConc,Y,7,1,3.0,3.0,1.0,Normal,3,3928.0,40,94.19551934826885,12.821258284620408,370000
RL,9278,Reg,Lvl,Mitchel,1Fam,2008,TA,PConc,Y,5,0,0.0,1.0,0.0,Abnorml,1,2184.0,25,66.84981684981685,11.891361900690473,146000
RM,4500,Reg,Lvl,Mitchel,TwnhsE,1997,TA,PConc,Y,4,0,2.0,3.0,0.0,Normal,11,2378.0,30,67.49369217830109,11.986049221552207,160500
RM,4224,Reg,Lvl,MeadowV,TwnhsE,1975,TA,PConc,Y,6,0,2.0,1.0,0.0,Normal,33,2080.0,30,59.61538461538461,11.728036844587175,124000
RM,2665,Reg,Lvl,MeadowV,TwnhsE,1976,TA,PConc,Y,4,1,1.0,1.0,1.0,Normal,32,1568.0,30,73.34183673469387,11.652687407345388,115000
RM,2665,Reg,Lvl,MeadowV,TwnhsE,1976,TA,PConc,Y,6,1,1.0,2.0,0.0,Normal,32,2025.0,35,63.95061728395062,11.771436160121729,129500
RM,1974,Reg,Lvl,MeadowV,Twnhs,2006,Gd,CBlock,Y,5,0,1.0,2.0,0.0,Normal,35,1514.0,28,69.35270805812418,11.56171562913966,105000
RM,1596,Reg,Lvl,MeadowV,Twnhs,1973,TA,CBlock,Y,4,1,1.0,2.0,0.0,Normal,35,1450.0,24,65.44827586206897,11.460578984598019,94900
RL,17979,IR1,Lvl,Mitchel,1Fam,1968,Gd,CBlock,Y,6,0,1.0,2.0,0.0,Normal,40,2273.0,30,67.09194896612406,11.934919875029603,152500
RM,1477,Reg,Lvl,MeadowV,Twnhs,2007,Gd,CBlock,Y,6,0,0.0,2.0,1.0,Normal,38,1638.0,54,59.82905982905983,11.49272275765271,98000
RM,1890,Reg,Lvl,MeadowV,Twnhs,1972,Gd,CBlock,Y,3,0,0.0,2.0,0.0,Normal,36,1260.0,28,64.28571428571429,11.302204433654575,81000
RL,21750,Reg,HLS,Mitchel,1Fam,1954,TA,CBlock,Y,4,0,2.0,1.0,0.0,Normal,54,1976.0,25,57.18623481781376,11.635143097694478,113000
RL,6490,Reg,Lvl,Mitchel,1Fam,1983,Gd,CBlock,Y,4,0,1.0,1.0,1.0,Normal,25,1632.0,35,78.73774509803921,11.763684183317412,128500
RL,6951,IR1,Lvl,Mitchel,1Fam,1985,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,24,1799.0,25,66.42579210672596,11.691071650353702,119500
RL,6600,Reg,Lvl,Mitchel,1Fam,2008,Gd,CBlock,Y,5,1,1.0,1.0,1.0,Normal,26,1632.0,45,79.96323529411765,11.779128505744886,130500
RL,6600,Reg,Lvl,Mitchel,1Fam,2003,Gd,PConc,Y,4,0,2.0,2.0,0.0,Normal,26,1632.0,40,84.55882352941177,11.835008964139341,138000
RL,6600,Reg,Lvl,Mitchel,1Fam,2005,TA,CBlock,Y,6,0,1.0,1.0,0.0,Normal,26,1690.0,30,79.58579881656804,11.809319478024031,134500
RL,12508,IR1,Lvl,Mitchel,1Fam,1985,TA,CBlock,Y,7,0,1.0,3.0,0.0,Normal,68,2733.0,42,58.543724844493234,11.982929094215963,160000
RL,12395,Reg,Lvl,Mitchel,1Fam,1984,TA,CBlock,Y,6,0,2.0,1.0,0.0,Normal,24,1753.0,30,78.43696520250998,11.831379196088763,137500
RL,11075,IR1,Lvl,Mitchel,1Fam,1969,TA,CBlock,Y,7,1,2.0,2.0,2.0,Normal,39,2752.0,20,62.5,12.05524975579559,172000
RL,10667,Reg,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,7,1,2.0,2.0,0.0,Normal,36,3174.0,36,52.709514807813484,12.027543886974914,167300
RL,13651,IR1,Lvl,NAmes,1Fam,1973,Gd,CBlock,Y,8,2,2.0,3.0,0.0,Normal,34,4446.0,42,54.88079172289699,12.404923504275338,244000
RL,10364,IR1,Lvl,Gilbert,1Fam,1996,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,12,2378.0,30,70.64760302775441,12.031719258385396,168000
RL,8773,IR1,HLS,Gilbert,1Fam,1997,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,10,2516.0,30,67.17011128775835,12.037653993905211,169000
RL,8872,IR1,HLS,Gilbert,1Fam,1997,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,10,1768.0,30,91.34615384615384,11.992260421644849,161500
RL,5330,Reg,Lvl,StoneBr,TwnhsE,2000,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,7,3146.0,40,79.78385251112523,12.43320821811392,251000
RL,10147,IR1,Lvl,Gilbert,1Fam,1994,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,13,2086.0,30,76.70182166826463,11.982929094215963,160000
RL,8637,IR1,Lvl,Gilbert,1Fam,2000,TA,PConc,Y,7,1,2.0,3.0,1.0,Abnorml,8,2637.0,30,68.25938566552901,12.100712129872347,180000
RL,7875,Reg,Lvl,Gilbert,1Fam,1996,TA,PConc,Y,6,0,2.0,2.0,1.0,Normal,11,2244.0,35,79.65686274509804,12.093743460556254,178750
RL,7875,Reg,Lvl,Gilbert,1Fam,1996,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,12,2490.0,35,70.68273092369478,12.078239274020289,176000
RL,7500,Reg,Lvl,Gilbert,1Fam,2003,TA,PConc,Y,7,1,2.0,3.0,1.0,Normal,8,3237.0,30,63.02131603336423,12.225875272826354,204000
RL,9556,IR1,Lvl,Gilbert,1Fam,1993,TA,PConc,Y,6,0,2.0,2.0,0.0,Normal,15,2355.0,35,67.94055201698514,11.982929094215963,160000
RL,10784,IR1,Lvl,Gilbert,1Fam,1992,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,16,1856.0,35,86.20689655172414,11.982929094215963,160000
RL,9125,IR1,Lvl,Gilbert,1Fam,1992,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,15,1866.0,35,87.83494105037514,12.00701176473192,163900
RL,7655,IR1,Lvl,Gilbert,1Fam,1994,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,14,2545.0,30,66.01178781925344,12.031719258385396,168000
RL,3696,Reg,Lvl,StoneBr,TwnhsE,1986,TA,CBlock,Y,5,0,2.0,1.0,1.0,Normal,21,2162.0,40,78.6308973172988,12.043553716032399,170000
RL,5062,IR1,Lvl,StoneBr,TwnhsE,1984,TA,CBlock,Y,6,1,2.0,3.0,0.0,Normal,23,3280.0,35,63.26219512195122,12.24288661865289,207500
RL,4740,IR1,Lvl,StoneBr,TwnhsE,1988,TA,CBlock,Y,5,0,2.0,3.0,0.0,Normal,19,2345.0,40,77.61194029850746,12.111761966058932,182000
RL,5118,IR1,HLS,StoneBr,TwnhsE,1990,TA,PConc,Y,4,1,2.0,2.0,0.0,Normal,17,2633.0,40,80.51652107861754,12.26434155365415,212000
RL,14157,IR1,HLS,StoneBr,1Fam,2006,TA,PConc,Y,8,1,3.0,3.0,0.0,Normal,2,3844.0,45,98.18574401664932,12.841129801965447,377426
RL,12328,IR1,Lvl,StoneBr,1Fam,2005,TA,PConc,Y,10,1,3.0,4.0,1.0,Normal,2,3690.0,40,94.65176151761517,12.763586225373727,349265
RL,8035,IR1,HLS,StoneBr,TwnhsE,2006,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,1,3224.0,45,99.22456575682382,12.675763725937609,319900
RL,8089,Reg,HLS,StoneBr,1Fam,2007,TA,PConc,Y,7,1,2.0,3.0,0.0,Partial,0,2838.0,48,138.12544045102186,12.8790171187726,392000
RL,14082,IR1,HLS,StoneBr,1Fam,2006,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,1,4454.0,40,99.22070049393804,12.998904514672732,441929
RL,12546,IR1,Lvl,NWAmes,1Fam,1981,Gd,CBlock,Y,7,1,2.0,2.0,0.0,Normal,26,2880.0,42,63.50694444444444,12.116694834378958,182900
RL,10960,IR1,Lvl,NWAmes,1Fam,1984,TA,CBlock,Y,5,0,2.0,3.0,0.0,Abnorml,23,2568.0,30,67.75700934579439,12.066810578196666,174000
RL,12090,Reg,Lvl,NWAmes,1Fam,2003,TA,CBlock,Y,7,1,2.0,3.0,1.0,Abnorml,23,2453.0,42,72.56420709335508,12.089538829274222,178000
RL,12090,Reg,Lvl,NWAmes,1Fam,2003,TA,CBlock,Y,6,1,2.0,2.0,1.0,Normal,26,2204.0,49,79.85480943738656,12.078239274020289,176000
RL,12299,Reg,Lvl,NWAmes,1Fam,1985,TA,CBlock,Y,7,1,2.0,3.0,0.0,Normal,29,3193.0,42,66.70842467898528,12.269047444691562,213000
RL,12046,IR1,Lvl,NWAmes,1Fam,1976,TA,CBlock,Y,8,1,2.0,2.0,1.0,Normal,31,2878.0,36,67.75538568450312,12.180754837545884,195000
RL,10395,IR1,Lvl,NWAmes,1Fam,1978,TA,CBlock,Y,6,1,2.0,2.0,1.0,Normal,29,2064.0,36,71.70542635658914,11.904967552746252,148000
RL,11850,Reg,Lvl,NWAmes,1Fam,1984,TA,CBlock,Y,6,0,2.0,2.0,0.0,Normal,23,2330.0,36,65.02145922746782,11.928340903931561,151500
RL,11584,Reg,Lvl,NWAmes,1Fam,1979,TA,CBlock,Y,6,1,2.0,2.0,1.0,Normal,28,2264.0,42,87.01413427561837,12.190959007720126,197000
RL,10400,Reg,Lvl,NWAmes,1Fam,1999,TA,CBlock,Y,5,1,2.0,3.0,0.0,Normal,28,2612.0,30,73.64088820826953,12.167071908180441,192350
RL,13001,IR1,Lvl,NWAmes,1Fam,1971,TA,CBlock,Y,6,1,2.0,2.0,1.0,Normal,36,2845.0,30,59.753954305799645,12.043553716032399,170000
RL,12243,IR1,Lvl,NWAmes,1Fam,1971,TA,CBlock,Y,7,1,2.0,2.0,0.0,Normal,36,2968.0,30,58.9622641509434,12.072541252905651,175000
RL,12384,Reg,Lvl,NWAmes,1Fam,1976,TA,CBlock,Y,7,1,2.0,2.0,1.0,Normal,31,2728.0,49,72.54398826979472,12.195517131590657,197900
RL,8991,IR1,Lvl,NWAmes,1Fam,1976,TA,CBlock,Y,5,1,2.0,2.0,1.0,Normal,31,2552.0,42,68.18181818181819,12.066810578196666,174000
RL,8000,Reg,Lvl,NWAmes,1Fam,1974,TA,CBlock,Y,8,1,2.0,3.0,1.0,Normal,33,2961.0,36,60.418777440054036,12.09458226949681,178900
RL,10530,IR1,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,5,0,2.0,2.0,1.0,Normal,36,1962.0,30,73.01223241590215,11.872346634576987,143250
RL,7472,IR1,Lvl,NAmes,1Fam,2004,TA,CBlock,Y,7,0,2.0,2.0,1.0,Normal,35,2204.0,63,83.48457350272233,12.122691036591123,184000
RL,9457,Reg,Lvl,NAmes,1Fam,1990,TA,CBlock,Y,7,0,2.0,2.0,0.0,Normal,37,2347.0,30,66.04175543246699,11.951180395901384,155000
RL,9758,IR1,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,5,0,1.0,1.0,0.0,Normal,36,1900.0,25,62.89473684210526,11.691071650353702,119500
RL,8294,Reg,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,5,0,4.0,1.0,0.0,Normal,36,1730.0,20,71.09826589595376,11.719939634354555,123000
RL,7340,IR1,Lvl,NAmes,1Fam,1971,TA,CBlock,Y,4,0,1.0,1.0,0.0,Normal,36,1716.0,24,64.1025641025641,11.608235644774552,110000
RL,17199,Reg,Lvl,NAmes,1Fam,1961,Gd,BrkTil,Y,4,0,1.0,1.0,0.0,Normal,46,1828.0,28,70.02188183807439,11.759785542901755,128000
RL,9000,Reg,Lvl,NAmes,1Fam,1971,TA,PConc,Y,5,0,2.0,1.0,0.0,Normal,36,1728.0,24,69.73379629629629,11.699405031912846,120500
RM,2205,Reg,Lvl,BrDale,Twnhs,1973,TA,CBlock,Y,6,0,1.0,1.0,1.0,Normal,34,1617.0,36,70.1917130488559,11.639558115903595,113500
RM,1890,Reg,Lvl,BrDale,Twnhs,1973,TA,CBlock,Y,7,0,1.0,1.0,1.0,Normal,34,1890.0,30,59.78835978835979,11.635143097694478,113000
RM,2058,Reg,Lvl,BrDale,Twnhs,1973,TA,CBlock,Y,7,0,1.0,1.0,1.0,Normal,34,1890.0,30,60.15873015873016,11.641318679738628,113700
RM,2016,Reg,Lvl,BrDale,TwnhsE,1970,TA,CBlock,Y,6,0,2.0,2.0,1.0,Normal,37,1932.0,25,54.86542443064182,11.571194373094205,106000
RM,1920,Reg,Lvl,BrDale,TwnhsE,1971,TA,CBlock,Y,6,0,2.0,2.0,1.0,Normal,36,2130.0,25,57.51173708920188,11.715866308966918,122500
RL,7150,Reg,Lvl,NAmes,1Fam,1966,TA,CBlock,Y,5,0,1.0,2.0,0.0,Normal,41,1976.0,30,65.40991902834008,11.769503792370676,129250
RL,12469,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,3.0,0.0,Partial,1,3606.0,45,98.72434830837493,12.782686009834167,356000
RL,11694,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,9,1,3.0,2.0,0.0,Partial,0,3650.0,45,86.25013698630137,12.659734090733718,314813
RL,12030,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,0,3.0,2.0,0.0,Partial,0,3388.0,40,93.86068476977567,12.669806661762314,318000
RL,11825,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,2.0,0.0,Partial,1,3388.0,40,95.15938606847698,12.68354828961461,322400
RL,12085,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,3.0,0.0,Partial,0,3468.0,40,91.6955017301038,12.669806661762314,318000
RL,14333,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,3.0,1.0,Partial,0,4230.0,40,81.67234042553191,12.752672666102043,345474
RL,14450,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,1,4242.0,45,97.9014615747289,12.936751613811438,415298
RL,13641,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,8,1,3.0,3.0,1.0,Partial,0,4590.0,45,107.18954248366013,13.106233995474446,492000
RL,13440,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,11,1,3.0,2.0,1.0,Partial,1,3658.0,40,92.65472936030618,12.733551825822538,338931
RL,15431,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,7,2,3.0,3.0,1.0,Normal,2,4040.0,50,111.38613861386139,13.017002861746503,450000
RL,14154,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,9,1,3.0,2.0,1.0,Partial,1,3235.0,35,86.55332302936631,12.542544882151386,280000
RL,13891,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,8,2,3.0,3.0,0.0,Partial,0,5104.0,45,93.86148119122257,13.079599916123216,479069
RL,14226,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,9,1,3.0,2.0,0.0,Partial,1,3908.0,40,101.07471852610031,12.886641043883259,395000
RL,13693,Reg,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,9,1,3.0,2.0,1.0,Normal,1,4796.0,45,79.23269391159299,12.84792653170257,380000
RL,11428,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,7,1,3.0,2.0,0.0,Normal,1,3260.0,40,76.68711656441718,12.429216196844383,250000
RL,14977,IR1,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,1,3.0,3.0,0.0,Partial,1,3952.0,40,111.33603238866397,12.994530005894443,440000
RL,13654,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,9,1,3.0,2.0,1.0,Normal,2,4462.0,45,93.67996414164053,12.943236711506893,418000
RL,16659,IR1,Lvl,NridgHt,1Fam,2008,TA,PConc,Y,7,1,2.0,2.0,1.0,Partial,0,3734.0,40,69.66148901981789,12.468882964346784,260116
RL,9591,Reg,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,9,1,3.0,2.0,1.0,Normal,3,3616.0,40,87.66592920353982,12.666657052859417,317000
RL,9709,IR1,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,8,2,3.0,3.0,1.0,Partial,0,3018.0,40,105.86481113320079,12.674512552799726,319500
RL,10562,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,8,1,3.0,2.0,1.0,Partial,0,3743.0,40,86.99545818861876,12.693498620467778,325624
RL,13615,IR1,HLS,NridgHt,1Fam,2006,TA,PConc,Y,7,1,3.0,2.0,1.0,Normal,1,3604.0,45,103.21864594894562,12.826649133255284,372000
RL,13069,IR1,Lvl,NridgHt,1Fam,2004,TA,PConc,Y,11,1,3.0,2.0,1.0,Normal,3,4662.0,40,73.35907335907336,12.742566016044742,342000
RL,12099,IR1,Lvl,NridgHt,1Fam,2004,TA,PConc,Y,10,1,3.0,3.0,1.0,Normal,3,3604.0,40,98.22419533851276,12.777052192115912,354000
RL,14277,Reg,Lvl,NridgHt,1Fam,2003,TA,PConc,Y,7,1,3.0,3.0,1.0,Normal,4,3702.0,40,94.54349000540249,12.765688433465597,350000
RL,11999,Reg,Lvl,NridgHt,1Fam,2004,TA,PConc,Y,10,1,3.0,2.0,1.0,Normal,4,3555.0,40,80.16877637130801,12.560244459250788,285000
RL,12568,Reg,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,8,1,3.0,3.0,1.0,Partial,0,2713.0,40,103.75967563582749,12.547887726561882,281500
RL,9926,IR1,Lvl,NridgHt,1Fam,2006,TA,PConc,Y,7,0,3.0,3.0,0.0,Normal,2,3228.0,35,76.11524163568774,12.41186655850927,245700
RL,9254,IR1,Lvl,NridgHt,1Fam,2005,TA,PConc,Y,7,0,2.0,3.0,0.0,Normal,2,3442.0,40,67.60546194073213,12.35749675449625,232698
RL,10732,IR1,Lvl,NridgHt,1Fam,2007,TA,PConc,Y,7,0,3.0,2.0,1.0,Partial,1,3126.0,40,79.9744081893794,12.429216196844383,250000
RL,7577,IR1,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,2,2724.0,30,71.47577092511013,12.17921519136029,194700
RL,3901,Reg,Lvl,NridgHt,Twnhs,2006,TA,PConc,Y,5,1,2.0,2.0,1.0,Partial,2,2604.0,30,78.3410138248848,12.225875272826354,204000
RL,3903,Reg,Lvl,NridgHt,Twnhs,2006,TA,PConc,Y,5,1,2.0,2.0,1.0,Normal,2,2604.0,30,76.80491551459293,12.206072645530174,200000
RL,6289,IR1,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,2,2724.0,30,75.99118942731278,12.240474072247506,207000
RL,4590,Reg,Lvl,NridgHt,Twnhs,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,1,3108.0,40,67.4066924066924,12.25247901834433,209500
RL,6442,IR1,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Normal,1,2740.0,40,73.9051094890511,12.218495165528731,202500
RL,7841,IR1,Lvl,NridgHt,TwnhsE,2005,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,2,3154.0,45,88.77615726062143,12.542544882151386,280000
RL,7313,Reg,Lvl,NridgHt,TwnhsE,2005,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,2,3122.0,45,88.88532991672005,12.533576212168626,277500
RL,7820,IR1,Lvl,NridgHt,TwnhsE,2007,TA,PConc,Y,6,1,2.0,2.0,0.0,Partial,0,3738.0,45,85.08855002675227,12.669998467265833,318061
RL,6240,Reg,Lvl,NridgHt,TwnhsE,2006,TA,PConc,Y,6,1,2.0,2.0,0.0,Partial,1,2648.0,40,83.5989425981873,12.307590788720521,221370
RL,3242,Reg,Lvl,NridgHt,TwnhsE,2003,TA,PConc,Y,6,1,2.0,3.0,0.0,Normal,4,2810.0,35,71.17437722419929,12.206072645530174,200000
RL,15810,IR1,Lvl,Gilbert,1Fam,2007,TA,CBlock,Y,7,0,2.0,3.0,0.0,Partial,0,2264.0,30,80.28047703180212,12.110414905333732,181755
RL,10237,Reg,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,6,1,2.0,2.0,1.0,Normal,2,2304.0,30,76.38888888888889,12.078239274020289,176000
RL,10237,Reg,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,8,1,2.0,2.0,1.0,Partial,2,2267.0,30,78.91486546096162,12.09458226949681,178900
RL,13204,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,1,2066.0,35,81.39641819941917,12.032700919255804,168165
RL,8857,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,7,1,2.0,2.0,1.0,Partial,1,2233.0,30,76.99283475145545,12.054813614188037,171925
RL,9729,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,1,3.0,3.0,1.0,Partial,1,2444.0,30,81.19639934533552,12.198262223438197,198444
RL,12216,IR1,Lvl,Gilbert,1Fam,2005,TA,PConc,Y,6,0,2.0,3.0,0.0,Normal,2,2652.0,30,76.54600301659126,12.220961258023925,203000
RL,9018,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,8,1,2.0,2.0,1.0,Partial,0,2184.0,35,82.20695970695971,12.09815330331068,179540
RL,8993,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,0,2604.0,35,67.77457757296467,12.080991165908294,176485
RL,8899,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,0,2680.0,35,67.58731343283583,12.106992367829498,181134
RL,8499,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,1,2.0,2.0,1.0,Partial,1,2028.0,30,77.38264299802762,11.963567869487337,156932
RL,8229,IR1,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,0,2.0,2.0,1.0,Partial,0,2256.0,30,73.58156028368795,12.01974306733868,166000
RL,7713,Reg,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,7,0,2.0,2.0,1.0,Partial,0,2184.0,35,81.31593406593407,12.087255325185739,177594
RL,7697,Reg,Lvl,Gilbert,1Fam,2007,TA,PConc,Y,6,0,2.0,2.0,0.0,Partial,0,2504.0,42,69.28913738019169,12.063932878369052,173500
RL,11796,IR1,Lvl,Gilbert,1Fam,2005,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,3,2806.0,35,76.62152530292231,12.2783933071098,215000
RL,10936,IR1,Lvl,Gilbert,1Fam,2006,TA,PConc,Y,6,1,2.0,2.0,1.0,Partial,1,3035.0,35,68.0658978583196,12.238443025560624,206580
RL,8244,IR1,Lvl,Gilbert,1Fam,2004,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,3,2560.0,35,71.6796875,12.119969946476761,183500
RL,11950,IR1,Lvl,Gilbert,1Fam,2003,TA,PConc,Y,7,1,2.0,2.0,1.0,Normal,4,1778.0,35,93.08211473565804,12.016726473799254,165500
RL,7875,Reg,Lvl,Gilbert,1Fam,2003,TA,PConc,Y,8,1,2.0,2.0,1.0,Normal,4,2795.0,35,75.49194991055457,12.259613412458204,211000
