SID,PID,SubClass,Zoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMat,Exterior1,Exterior2,MasVnrType,MasVnrArea,ExterQual,Foundation,TotalBsmtSF,Heating,Electrical,GrLivArea,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ThreeSsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,LogSalePrice,HouseAge1,HouseAge2,WeatherControl,TotalBath,GarageIndex
1333,903225140,50,RM,50.0,5000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,672.0,GasA,SBrkr,1210,3,4,6,Typ,0,,1.0,240.0,P,0,0,0,0,0,0,,,,0,WD ,Normal,124000,11.728036844587175,67,2,8,1.0,3.0
1334,903225160,70,RM,59.0,5870,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,BrkTil,554.0,GasA,SBrkr,1290,3,3,6,Typ,0,,1.0,200.0,Y,38,112,0,0,0,0,,MnPrv,Shed,400,WD ,Normal,106900,11.579649097013137,108,8,8,2.0,2.5
1335,903226060,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,981.0,GasA,SBrkr,1672,3,4,6,Typ,1,Gd,1.0,240.0,Y,0,11,0,0,0,0,,GdPrv,,0,WD ,Normal,164900,12.01309450854769,68,19,8,2.0,3.0
1336,903226150,30,RM,50.0,6000,Pave,,Reg,HLS,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,949.0,GasA,SBrkr,949,2,3,5,Typ,1,Fa,2.0,370.0,Y,0,0,48,0,0,0,,,,0,WD ,Normal,119000,11.686878772093667,84,5,8,1.0,3.0
1337,903227080,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,WdShing,Wd Shng,,0.0,TA,BrkTil,862.0,GasA,SBrkr,1158,3,3,5,Typ,1,Gd,1.0,208.0,Y,0,0,112,0,0,0,,,,0,WD ,Normal,120000,11.695247021764184,79,58,4,1.0,3.0
1338,903228040,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,825.0,GasA,SBrkr,1497,3,3,5,Typ,0,,1.0,672.0,Y,272,0,0,0,0,0,,GdPrv,,0,WD ,Normal,157000,11.964001084330445,71,8,8,2.0,3.0
1339,903228060,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,739.0,GasA,SBrkr,1342,2,3,7,Typ,1,Gd,1.0,240.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,105000,11.56171562913966,69,58,8,2.0,3.0
1340,903228090,45,RM,50.0,5000,Pave,,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,992.0,GasA,SBrkr,1013,3,3,6,Typ,0,,1.0,160.0,Y,0,0,101,0,0,0,,,,0,WD ,Normal,113000,11.635143097694478,82,58,8,1.0,2.5
1341,903230110,50,RM,60.0,5520,Pave,,IR1,Lvl,AllPub,FR2,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,Gable,CompShg,AsbShng,AsbShng,,0.0,TA,BrkTil,565.0,GasA,SBrkr,1216,3,3,6,Typ,1,Gd,1.0,355.0,Y,0,0,180,0,0,0,,MnPrv,,0,WD ,Normal,115000,11.652687407345388,88,11,4,2.0,2.5
1343,903231080,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,PConc,704.0,GasA,SBrkr,1136,2,3,6,Typ,0,,1.0,336.0,Y,0,365,80,0,0,0,,,,0,WD ,Normal,123000,11.719939634354555,79,58,8,2.0,3.0
1344,903232030,30,RM,,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,,0.0,TA,CBlock,0.0,GasA,SBrkr,808,1,3,6,Min2,0,,1.0,164.0,P,0,48,0,0,0,0,,,,0,WD ,Normal,81300,11.305901295535902,63,13,3,1.0,3.0
1345,903232090,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,PConc,1078.0,GasA,SBrkr,1573,3,3,8,Typ,1,Gd,2.0,360.0,P,0,0,0,0,0,0,,,,0,WD ,Normal,162900,12.000891794590137,78,16,4,2.0,3.0
1346,903233080,50,RM,52.0,6240,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,989.0,GasA,SBrkr,2009,4,3,7,Min2,1,Gd,2.0,400.0,Y,0,20,0,0,0,0,,MnPrv,,0,WD ,Normal,150000,11.918390573078392,69,58,4,2.0,3.0
1347,903234090,70,RM,51.0,6120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,5,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,1100.0,GasA,SBrkr,1902,4,3,7,Typ,0,,2.0,576.0,Y,0,139,55,0,0,0,,,,0,WD ,Normal,123500,11.72399643505017,85,58,4,2.0,3.0
1349,903235010,70,RM,60.0,6155,Pave,,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,611.0,GasA,SBrkr,1362,3,3,6,Typ,0,,2.0,502.0,Y,0,0,84,0,0,0,,,,0,WD ,Normal,128000,11.759785542901755,88,9,8,2.0,2.5
1350,903235100,30,RM,60.0,6324,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,520.0,GasA,SBrkr,520,1,2,4,Typ,0,,1.0,240.0,Y,49,0,87,0,0,0,,,,0,WD ,Normal,68500,11.134589024250317,81,58,1,1.0,2.5
1351,903236010,50,RM,50.0,8635,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,672.0,GasA,SBrkr,1285,2,3,6,Min1,0,,1.0,240.0,Y,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,127000,11.751942365440728,60,7,4,2.0,3.0
1352,903400180,50,RL,64.0,13053,Pave,Pave,Reg,Bnk,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gambrel,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,833.0,GasA,SBrkr,1848,4,4,8,Typ,1,Gd,2.0,370.0,N,0,0,0,0,220,0,,,,0,WD ,Normal,207000,12.240474072247506,85,8,6,2.0,3.0
1353,903401020,50,RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,1026.0,GasA,SBrkr,1820,4,3,8,Typ,0,,1.0,240.0,N,0,100,0,0,0,0,,GdPrv,,0,WD ,Normal,184000,12.122691036591123,83,58,8,3.0,3.0
1354,903401030,50,RL,60.0,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,BrkTil,810.0,GasA,SBrkr,1716,4,4,8,Typ,0,,2.0,672.0,Y,0,195,0,0,0,0,,,,0,WD ,Normal,162500,11.998433280751929,93,4,8,2.0,3.0
1355,903401050,50,RL,,9144,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,883.0,GasA,SBrkr,1505,3,3,8,Typ,0,,1.0,240.0,N,0,0,0,0,0,0,,,,0,WD ,Normal,145000,11.884489021402711,68,26,6,2.0,3.0
1356,903425420,30,RL,55.0,10267,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1Story,6,Gable,CompShg,Stucco,Wd Shng,,0.0,TA,BrkTil,816.0,GasA,SBrkr,838,2,2,5,Typ,0,,1.0,275.0,N,0,0,112,0,0,0,,MnWw,,0,WD ,Normal,130000,11.77528972943772,90,8,8,2.0,3.0
1358,903427090,70,RM,,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,Hip,CompShg,Stucco,Wd Shng,,0.0,TA,PConc,588.0,GasA,SBrkr,1666,3,4,7,Typ,1,Gd,1.0,228.0,Y,192,63,0,0,0,0,,MnPrv,,0,WD ,Normal,161000,11.9891596439666,83,12,2,1.0,3.0
1359,903429010,50,RM,63.0,4347,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,Gambrel,CompShg,MetalSd,MetalSd,,0.0,Gd,BrkTil,796.0,GasA,SBrkr,1609,3,3,7,Typ,0,,1.0,228.0,N,0,182,0,0,0,0,,,,0,WD ,Normal,127500,11.755871643580617,98,58,8,1.0,2.0
1360,903452025,30,RM,,6291,Grvl,,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,RRNe,Norm,1Fam,1Story,6,Gable,CompShg,Stucco,Wd Shng,,0.0,Gd,BrkTil,768.0,GasA,SBrkr,768,1,3,4,Typ,0,,2.0,440.0,N,0,0,84,0,0,0,,,,0,WD ,Normal,93850,11.449453042014655,78,58,4,1.0,3.0
1362,903454100,50,RM,60.0,6876,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,1272.0,GasA,SBrkr,1969,4,3,9,Min1,1,Gd,2.0,400.0,Y,0,34,0,0,0,0,,,,0,COD,Normal,141000,11.856515169360305,70,50,4,2.0,3.0
1363,903455030,50,RM,,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,BrkTil,880.0,GasA,SBrkr,1308,2,3,6,Typ,0,,2.0,400.0,Y,0,0,117,0,0,0,,,,0,WD ,Normal,120000,11.695247021764184,93,30,6,2.0,2.0
1364,903455140,30,RM,60.0,7200,Pave,,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,1040.0,GasA,SBrkr,1040,2,3,5,Typ,0,,2.0,320.0,Y,0,132,0,0,0,0,,,,0,WD ,Normal,127500,11.755871643580617,83,16,6,1.0,3.0
1366,903458110,50,RM,,7920,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,319.0,GasA,FuseA,1406,3,2,6,Typ,0,,0.0,0.0,N,0,144,0,0,0,0,,MnPrv,,0,WD ,Normal,89500,11.401993904262946,88,58,4,1.0,
1367,903475020,20,RM,49.0,8235,Pave,,IR1,HLS,AllPub,Inside,Gtl,OldTown,Feedr,RRNn,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,825.0,GasA,SBrkr,825,2,3,4,Typ,0,,2.0,720.0,Y,140,50,0,0,0,0,,MnPrv,,0,WD ,Normal,125000,11.736069016284437,53,13,4,2.0,3.0
1371,903484020,50,RM,60.0,10320,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,756.0,GasA,SBrkr,1469,3,3,7,Typ,0,,1.0,216.0,Y,57,0,239,0,0,0,,MnPrv,,0,WD ,Normal,135000,11.813030057420567,102,13,8,1.0,3.0
1373,904100040,20,RL,55.0,8250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,952.0,GasA,SBrkr,1211,3,3,5,Typ,1,TA,1.0,322.0,Y,0,63,0,0,0,0,,,,0,WD ,Normal,134000,11.805595078933049,40,40,8,1.0,3.0
1374,904100160,50,RL,115.0,21286,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,720.0,GasA,SBrkr,1271,4,3,7,Typ,1,Gd,1.0,312.0,Y,0,0,108,0,0,0,,,,0,WD ,Normal,135000,11.813030057420567,60,58,4,2.0,3.0
1375,904101170,50,RL,80.0,17120,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,Gable,CompShg,WdShing,Plywood,,0.0,TA,CBlock,0.0,GasA,SBrkr,1588,4,3,7,Min2,1,Gd,2.0,680.0,N,0,59,0,0,0,0,,,,0,WD ,Normal,134432,11.808813773969108,49,49,4,2.0,3.0
1378,905102170,20,RL,70.0,11200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,1040.0,GasA,SBrkr,1040,3,3,5,Typ,0,,1.0,384.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,129500,11.771436160121729,43,43,8,2.0,3.0
1379,905103030,80,RL,80.0,13014,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,Plywood,BrkFace,39.0,TA,CBlock,1008.0,GasA,SBrkr,1096,3,3,6,Typ,1,Fa,2.0,484.0,Y,168,0,0,0,0,0,,,,0,WD ,Normal,157500,11.967180737247824,30,30,4,2.0,3.0
1381,905104110,20,RL,68.0,10265,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,992.0,GasA,SBrkr,992,3,4,6,Typ,0,,1.0,294.0,Y,204,0,0,0,0,0,,MnPrv,Shed,600,WD ,Normal,145000,11.884489021402711,41,3,8,2.0,3.0
1382,905104180,20,RL,57.0,9764,Pave,,IR1,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,894.0,GasA,SBrkr,894,3,4,5,Typ,0,,2.0,450.0,Y,0,0,0,0,0,0,,,,0,WD ,Normal,130000,11.77528972943772,41,5,8,2.0,3.0
1383,905107280,85,RL,,7703,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,6,Gable,CompShg,HdBoard,HdBoard,BrkCmn,40.0,TA,CBlock,450.0,GasA,SBrkr,1034,3,3,6,Typ,1,Po,2.0,504.0,Y,311,0,0,0,0,0,,GdWo,,0,WD ,Normal,153000,11.938193200374572,30,30,8,2.0,3.0
1384,905107380,20,RL,,9981,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,340.0,TA,CBlock,1073.0,GasA,SBrkr,1073,3,3,6,Typ,0,,1.0,270.0,Y,0,90,0,0,0,0,,MnPrv,,0,WD ,Normal,120000,11.695247021764184,41,41,6,1.0,3.0
1385,905108170,85,RL,,7400,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SFoyer,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,PConc,1060.0,GasA,SBrkr,1126,2,3,5,Typ,0,,2.0,506.0,Y,178,0,0,0,0,0,,,,0,WD ,Normal,152000,11.931635799828413,24,24,4,2.0,3.0
1388,905200160,20,RL,,9000,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,CBlock,1006.0,GasA,SBrkr,1006,3,3,5,Typ,0,,0.0,0.0,Y,0,24,0,0,0,0,,,,0,WD ,Normal,80000,11.289781913656018,49,49,4,1.0,
1389,905200510,20,RL,,8544,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,1228.0,GasA,SBrkr,1228,3,4,6,Typ,0,,1.0,271.0,Y,0,65,0,0,0,0,,MnPrv,,0,WD ,Normal,149350,11.914047823644255,42,2,6,2.0,3.0
1390,905201020,20,RL,94.0,9239,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,960.0,GasA,SBrkr,960,3,4,6,Typ,0,,1.0,300.0,Y,168,0,0,0,0,0,,,,0,WD ,Normal,144900,11.883799128308773,45,5,8,2.0,3.0
1391,905201110,20,RL,88.0,14175,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosA,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,CBlock,988.0,GasA,FuseA,1188,1,3,4,Typ,1,TA,2.0,621.0,Y,102,89,231,0,0,0,,,,0,WD ,Normal,185000,12.128111104060462,52,52,4,2.0,3.0
1392,905201120,20,RL,,13284,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,,0.0,TA,PConc,1383.0,GasA,SBrkr,1383,3,3,6,Typ,1,Gd,1.0,354.0,Y,511,116,0,0,0,0,,GdPrv,,0,WD ,Normal,165000,12.013700752882718,54,54,4,2.0,3.0
1393,905202230,20,RL,,13500,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,Flat,CompShg,BrkFace,Plywood,,0.0,TA,CBlock,1602.0,GasA,SBrkr,1252,1,3,4,Typ,1,Gd,2.0,564.0,Y,409,0,0,0,0,0,,,,0,WD ,Normal,235000,12.367340793126296,48,33,6,2.0,3.0
1394,905225040,80,RL,85.0,13825,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,CBlock,533.0,GasA,SBrkr,1601,3,3,6,Min2,0,,1.0,300.0,Y,280,34,0,0,0,0,,,,0,WD ,Normal,140000,11.84939770159144,50,21,4,2.0,3.0
1395,905226030,30,RL,60.0,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,672.0,GasA,SBrkr,672,2,3,4,Typ,0,,1.0,240.0,N,168,0,0,0,0,0,,GdPrv,,0,WD ,Normal,108000,11.589886506106357,68,11,8,1.0,3.0
1397,905227050,50,RL,63.0,8375,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,576.0,GasA,SBrkr,1350,2,4,6,Min1,0,,3.0,627.0,N,0,0,0,0,0,0,,MnPrv,,0,WD ,Normal,152400,11.934263922234683,67,35,6,3.0,3.0
1398,905300020,80,RL,,10200,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,Hip,CompShg,HdBoard,HdBoard,,0.0,TA,PConc,864.0,GasA,SBrkr,904,3,4,5,Typ,0,,3.0,912.0,Y,143,0,0,0,0,0,,MnPrv,,0,WD ,Normal,144000,11.877568578558138,38,38,8,1.0,3.0
1399,905351089,120,RL,,2887,Pave,,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,PConc,1291.0,GasA,SBrkr,1291,2,4,6,Typ,1,Gd,2.0,431.0,Y,307,0,0,0,0,0,,,,0,WD ,Normal,173000,12.061046873479915,12,11,8,2.0,3.0
1400,905352030,60,RL,83.0,10005,Pave,,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,CBlock,1160.0,GasA,SBrkr,2022,4,3,8,Typ,1,TA,2.0,505.0,Y,288,117,0,0,0,0,,,,0,WD ,Normal,192000,12.165250651009918,31,31,8,3.0,3.0
1401,905352070,20,RL,82.0,20270,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,ClearCr,Norm,Norm,1Fam,1Story,7,Gable,CompShg,Plywood,Plywood,,0.0,TA,CBlock,1524.0,GasA,SBrkr,1524,3,3,7,Typ,2,Gd,2.0,478.0,Y,140,0,0,0,0,0,,,,0,WD ,Normal,245000,12.409013489526863,29,29,4,3.0,3.0
1402,905401045,20,RL,73.0,39104,Pave,,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,Flat,Membran,Plywood,Plywood,,0.0,TA,CBlock,1385.0,GasA,SBrkr,1363,2,3,5,Mod,2,TA,2.0,439.0,Y,81,0,0,0,0,0,,,,0,WD ,Normal,241500,12.394624752074764,54,3,8,2.0,3.0
1403,905401060,20,RL,,53227,Pave,,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,4,Flat,Tar&Grv,Plywood,Plywood,,0.0,TA,CBlock,1364.0,GasA,SBrkr,1663,2,4,6,Min1,2,Gd,2.0,529.0,Y,224,137,0,0,0,0,,,,0,WD ,Normal,256000,12.4529327234617,54,14,8,2.0,3.0
1404,905402090,80,RL,124.0,11512,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,TA,CBlock,1019.0,GasA,SBrkr,1357,2,5,5,Typ,1,Gd,1.0,312.0,Y,0,0,0,0,163,0,,GdPrv,,0,WD ,Normal,177000,12.083905011555967,49,2,6,2.0,3.0
1405,905403060,50,RL,50.0,5190,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,BrkFace,Plywood,,0.0,TA,CBlock,570.0,GasA,SBrkr,1079,2,3,5,Typ,1,Gd,1.0,249.0,Y,135,0,0,0,0,0,,,,0,WD ,Normal,125600,11.740857533016236,60,58,4,1.0,3.0
1406,905403150,20,RL,85.0,10452,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,Stone,216.0,TA,CBlock,1094.0,GasA,SBrkr,1094,3,3,5,Typ,2,Gd,2.0,495.0,Y,0,0,0,0,287,0,,,,0,WD ,Normal,155000,11.951180395901384,55,55,8,1.0,3.0
1408,905426030,30,RL,85.0,19550,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Flat,Tar&Grv,PreCast,PreCast,,0.0,TA,PConc,1580.0,GasA,SBrkr,1518,2,2,5,Typ,2,Gd,0.0,0.0,Y,0,39,0,0,0,0,,,,0,WD ,Normal,260000,12.468436909997665,68,1,8,2.0,
1409,905427050,50,RL,66.0,21780,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,1163.0,GasA,SBrkr,1674,4,3,8,Typ,1,Gd,2.0,396.0,N,72,36,0,0,144,0,,,,0,WD ,Normal,185000,12.128111104060462,90,58,8,2.0,3.0
1410,905427070,70,RL,120.0,13728,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,Hip,CompShg,Stucco,Stucco,,0.0,TA,CBlock,1127.0,GasA,SBrkr,2108,4,4,7,Typ,2,TA,2.0,540.0,Y,0,0,0,0,90,0,,,,0,WD ,Normal,235000,12.367340793126296,73,22,8,2.0,3.0
1411,905451330,20,RL,68.0,9571,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,CBlock,1509.0,GasA,FuseA,1509,3,4,6,Typ,1,TA,1.0,322.0,Y,158,0,0,0,576,0,,MnPrv,,0,WD ,Normal,159900,11.982303898822046,52,52,4,2.0,3.0
1413,905452120,60,RL,50.0,9360,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,BrkCmn,216.0,Gd,CBlock,621.0,GasA,SBrkr,1269,3,3,7,Typ,0,,1.0,280.0,Y,0,236,0,0,0,0,,GdWo,,0,WD ,Normal,134500,11.809319478024031,46,7,4,2.0,3.0
1414,905476120,50,RL,50.0,8405,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,BrkTil,861.0,GasA,SBrkr,1367,4,3,7,Typ,0,,1.0,384.0,Y,0,130,112,0,0,0,,MnPrv,,0,WD ,Normal,119000,11.686878772093667,108,58,8,2.0,3.0
1417,905480150,50,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,BrkTil,572.0,Grav,FuseF,1096,2,3,5,Typ,0,,0.0,0.0,N,0,8,128,0,0,0,,,,0,WD ,Normal,79000,11.27720313144916,84,58,1,1.0,
1418,905480240,50,RL,60.0,9084,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,CBlock,616.0,GasA,SBrkr,1111,3,3,5,Typ,0,,1.0,200.0,Y,48,0,0,0,0,0,,,,0,ConLw,Normal,95000,11.461632170582678,67,58,2,2.0,2.5
